X,Y,Label
-4.800067817563851,-1.546986177448848,0.0
-4.637145028954546,-0.21987972842294226,0.0
-4.462678672665071,-2.080763474127049,0.0
-3.8534696615272437,-0.9491963652282959,0.0
-3.031920646257332,0.22776464773833138,0.0
-3.5965333924362497,0.3232299321324983,0.0
-3.760460797678899,-0.6835067603877211,0.0
-3.526602722647029,-0.31556854840155785,0.0
-4.35253112324086,-1.4822846021019649,0.0
-3.0269133121113874,-0.5670908873191554,0.0
-0.7847135498883211,2.6286711466380157,0.0
-3.5853829976693157,-1.0547693705072556,0.0
-4.693367494200029,-2.6131891106999063,0.0
-2.984217610379337,-0.10260307183553752,0.0
-4.918774081543673,-0.989469998978041,0.0
-3.2665815235996813,-0.027410546069493488,0.0
-1.5313896468955288,0.2158446689434817,0.0
-2.71938343996421,0.3795003304733645,0.0
-4.547382114038344,-0.786930327068828,0.0
-2.536952993962831,0.2718539590868016,0.0
-1.5562062149415599,0.5456955851025488,0.0
-1.9981793134273471,2.2355993770421785,0.0
-2.3779702296093097,0.34496725489490665,0.0
-2.0573580043698163,1.4343700722789061,0.0
-1.401647683708238,1.4638035491840433,0.0
-2.2728351419972004,0.9718634831315371,0.0
-2.1420590193574047,0.11124362449737453,0.0
-3.10871442120492,0.16218643985837514,0.0
-3.1587537904127476,0.03254623459750132,0.0
-2.283520395577981,0.4870619472971079,0.0
-2.248347311557129,0.524251302366358,0.0
-1.6826832125034747,0.22551980579836647,0.0
-3.0412669299083777,-0.29537550567896215,0.0
-1.599802654540906,1.692886543093392,0.0
-2.1556877718285423,0.8771653811064045,0.0
-3.732464016827254,-0.6508880613809237,0.0
-3.6904441886232067,-1.471416609803896,0.0
-3.165138829891531,-0.5982507602992164,0.0
-1.9908409522331005,0.6430623750708062,0.0
-2.722196357006299,0.31332572439546813,0.0
-2.179508153860933,1.3902245412157044,0.0
-2.955963270132823,-0.9275690880706596,0.0
-5.011412798292577,-0.8123472007892671,0.0
-4.061391262362422,-1.1751857201221938,0.0
-2.317641785609175,1.349252042350885,0.0
-3.004083837932878,0.7690583094377843,0.0
-3.506427373815436,0.11125338760872718,0.0
-3.56151690349057,-0.11464079448101169,0.0
-3.5747030309702557,0.5547806423962024,0.0
-3.2475195810332114,0.006720815696086006,0.0
-4.360314776975425,-2.212712451043478,0.0
-2.1012622569177366,1.5118380538920322,0.0
-2.501704404536923,1.7275495665048237,0.0
-2.3712406159761032,0.15602745358300155,0.0
-5.292442868691543,-1.3560830985911572,0.0
-5.058238472079181,-1.4852055156833528,0.0
-2.7869851498020553,1.4210459963290718,0.0
-2.9995086715258066,0.5080093152114282,0.0
-3.8496236254242615,-0.9476606163206148,0.0
-3.874194197880009,-0.2909394867693959,0.0
-3.009447558403554,-0.7047696703307241,0.0
-3.702373623695945,0.136506474275215,0.0
-2.2937564757033857,0.6116063314830628,0.0
-3.1719656310273128,0.9976114442386683,0.0
-3.766645553556271,-0.5089440611329811,0.0
-2.44011904636171,0.9009320878154854,0.0
-2.3703375738385493,0.6497938388297843,0.0
-2.610690435031378,0.8171235444093027,0.0
-3.4811322273913845,-0.6128719276724177,0.0
-3.03002855519315,-0.7213413532428339,0.0
-1.7242166848063987,1.553679027388046,0.0
-3.3589349339264714,0.04269421135123545,0.0
-5.559520282969482,-1.962179006530066,0.0
-2.4872523660207984,1.2192107647571462,0.0
-1.6056547494584985,1.102413513724861,0.0
-3.477066870084755,0.6065462124920207,0.0
-2.032120726349702,0.4451936479895773,0.0
-2.696789478129713,-0.11640999072365114,0.0
-3.7273163539452234,-1.410325010627142,0.0
-1.7729647997541325,0.9501334909120189,0.0
-3.1376965429774706,1.0826466786953821,0.0
-3.9283857958273507,-0.873013528876871,0.0
-2.104460808182743,1.4295612272868354,0.0
-1.562612892536363,0.46038808158090816,0.0
-4.227290075715586,-1.026837967466512,0.0
-3.974393919641266,-0.7728128523253426,0.0
-3.606988521781393,-1.0187332597595766,0.0
-2.2343702017163,1.1967080219747432,0.0
-2.0197638843305517,0.5441265441187423,0.0
-2.5733713176043063,0.4376834732163871,0.0
-2.2293741128827023,-0.09896966468178577,0.0
-1.6863081591317637,-0.09251178269721491,0.0
-3.0865315215426863,-1.0997617484680748,0.0
-1.9687860177177665,1.0642060752398117,0.0
-2.786332995904216,1.1895551209694781,0.0
-1.85793714280331,1.3109606568509833,0.0
-2.593349449157728,-0.3321166437367137,0.0
-3.4421761150153274,-0.5506715411969193,0.0
-3.992599684443143,-0.471769926616069,0.0
-5.474873062494375,-1.6295785671557035,0.0
-2.574065013844629,0.27453830104380456,0.0
-4.250441277877347,-0.8360161064408158,0.0
-3.095955689724534,-1.1186084850042104,0.0
-2.74353634640694,-0.21030807774592128,0.0
-3.2345219133753322,-0.29659767027628176,0.0
-3.9637847358750897,-0.7631583208155016,0.0
-3.5984815354544843,-0.8934708734312816,0.0
-1.9743505126666832,0.7663112904586536,0.0
-3.103751323959734,0.13604528867224652,0.0
-5.130005781988563,-2.156731551324323,0.0
-1.9837019001656566,0.797480011810432,0.0
-2.712452052639678,0.5920635690200756,0.0
-1.5582768058100291,1.4817335923894528,0.0
-3.2218972289925483,-0.0750530482143727,0.0
-2.358098764634092,0.4914263212033491,0.0
-1.4930157555943258,1.1949813551110469,0.0
-2.6165629612283428,0.6465701921325623,0.0
-2.1501855679514703,1.343887493089221,0.0
-3.763205786405254,-2.072379266701929,0.0
-3.6184416542538567,-0.1903274228209329,0.0
-2.26964576195295,0.4790974813537466,0.0
-2.7797686708745517,0.03189184005865213,0.0
-2.1768456178725493,-0.2368434968954402,0.0
-4.4346030848362075,-0.7517923338161118,0.0
-1.7646508228480118,0.30790099872452403,0.0
-3.3122454020981302,-0.6764056888848429,0.0
-3.033688083168374,-0.23564910712734682,0.0
-3.875750232735448,-0.43635229345454796,0.0
-1.8741797927395651,0.25090402085484514,0.0
-1.691311688083176,1.6947261268724563,0.0
-1.7118796749068894,0.9675815180917663,0.0
-2.4176635926640873,0.549089930006185,0.0
-1.2227807217768332,1.8966133460949783,0.0
-3.524968183362774,-0.46904514525741486,0.0
-2.7358681183036415,0.32573315567405037,0.0
-2.501797789817618,-1.2553394166961502,0.0
-4.97889967926055,-1.7321829993171731,0.0
-2.2574405619323037,0.49529881316306074,0.0
-3.4316892884543577,-0.5051198669875434,0.0
-1.7263735273104663,2.5793264037002674,0.0
-3.217738862305253,0.42747501284920036,0.0
-2.8293089516122265,1.142381215635131,0.0
-3.464182800783575,-0.07911614952498087,0.0
-2.3913833585834823,1.3746121799728706,0.0
-4.066098896258798,-0.24273904651323217,0.0
-2.2520296913903564,0.44374204648090015,0.0
-4.850480855630715,-2.5208937267541858,0.0
-3.2305434053911997,0.48848982620817866,0.0
-3.277056184513288,0.09163609516606995,0.0
-2.7380713242312176,0.49597256919957894,0.0
-2.284866757883826,1.7638271632754554,0.0
-2.6728085100131698,-0.10299097789970768,0.0
-3.486494110901468,-0.7778788891527373,0.0
-1.3083418045836699,0.8399192587880725,0.0
-3.6077094507323575,-0.7086325544535976,0.0
-3.2139720795216054,0.4676529526831103,0.0
-1.6999385819535682,0.8379402311131384,0.0
-2.664707545582732,0.39496563903702125,0.0
-2.8692709525577738,-0.05071434445438023,0.0
-2.9076031538095366,0.024531030583708147,0.0
-2.0602323788192534,0.4255857080651297,0.0
-2.97869699720798,-0.542161170020743,0.0
-1.8032809147768667,0.9992081233874388,0.0
-3.5640625651802456,0.8632146949563906,0.0
-2.6297478499921274,0.9668226136649248,0.0
-3.3328676860570527,-1.0848225002591865,0.0
-3.359196254750761,-1.1079481149085944,0.0
-0.6690227798534449,2.714447357507672,0.0
-1.4768139277653531,1.808382067188426,0.0
-2.8758863265027523,1.1737057552384231,0.0
-3.8703038410454123,-1.1570502008367574,0.0
-1.9635349616941455,0.2686150684018991,0.0
-2.493047871078809,0.3296397450557079,0.0
-2.70357543560777,0.39553278455024105,0.0
-3.659404130271337,-0.4382632346457732,0.0
-1.8203998363248448,0.27026099215849525,0.0
-4.076485598540458,-1.5125315493651725,0.0
-2.2163654244155713,0.45400551178276405,0.0
-1.1003620491090678,1.59734064786724,0.0
